id,Career,Skills
c5473ae7ac6c4d978d2b3a93d428e0da,Commerce in Information Systems,"Operating Systems - Unix, Linux, Windows Nt/95, Dos,  HTML,  SQL,  C++ (Oop Programming),  VBachelor of Science ript,  Visual Basic"
b1121929ab354d238c49855cc54c4bcd,Commerce in Information Systems,"Business Administration,  Administration,  Project Management,  Research,  Database Design,  Accountancy,  Adabas"
1002cca34a3a4490879bc765eb2167de,Commerce in Information Systems,"Sales,  Meeting Facilitation,  Hiring,  Financial,  Entrepreneur,  Information Systems,  Software Development"
8e553da8fb9c47ca8e5c9438a1c52def,Commerce in Information Systems,"Developer 2000 (Forms 6.0, 5, 4.5,  2.3 And Repor,  Pl/Sql,  Sql*Plus,  Oracle Financials And Procurement Modules,  Latest Versions Of Toad And Golden Tools,  Direct D"
1f409f98f12e427aa52072b5ae9a4568,Commerce in Information Systems,"Search Engine Optimisation,  WordPress,  SEO,  Technical SEO,  Google Analytics,  Social Meida,  Macromedia Dreamweaver 8,  Google Website Optimiser,  Microsoft Office"
4eab7a1efa7645cf831baf14e95ab813,Commerce in Information Systems,"Sas Tools,  Business Intelligence And Mangement Of Information,  Data Warehouse Developer,  Programming,  Software Engineering Skill,  Cognos,  Oracle Bi"
445567babc0e4870b0e81b5338a45583,Commerce in Information Systems,"Ador  (Bespoke) Wms,  Gics (Bespoke) Wms,  MS Visio,  MS SQL Server,  MS Projects,  Crystal Reports,  Syspro Erp,  C# Programming,  Cognos Report Authoring"
ce8d68e41ae84a9693e372d7c38c3634,Commerce in Information Systems,"Business Management,  Excel VBA Development,  Reporting,  Time Management,  Marketing Management,  Budgeting,  operations management,  strategic planning,  emarketing"
238d0acd217542cebfc211d4351aa278,Commerce in Information Systems,"Accounting,  Data Analysis,  PHP,  CSS,  HTML"
98705a37f80b4753aa816047a267e3d8,Commerce in Information Systems,"Meeting Facilitation,  Documentation,  Project Management,  Reports,  Project Planning,  Microsoft Project,  Design,  Customer Relations,  Consulting"
1e5f99b49c914d8fa38c05bb3ffd8728,Commerce in Information Systems,"MVS,  Db2\\Sql,  JCL,  Easytrieve Plus,  Cobol,  Dfsort,  Cics,  Javascript,  Xhtml"
f121f7503e064d28bb8ed1cb2c5cbe9c,Commerce in Information Systems,"MF COBOL Net Express,  Oracle PL/SQL (8 9i 10g 11g),  Toad,  MS SQL Server (2000 2005 20082012),  SVN Clear Case,  MVS DB2 (Read Only) IMS/DB (DL1) VSAM JCL ISPF TSO FILE AID ENDEVOUR ABENDAID SVN"
1410e3ddfe8a405794e116f10dc42948,Commerce in Information Systems,"Web Developer/Graphic Designer,  Macromedia Developer (Flash, Dreamweaver, Fireworks),  Master Ciw Designer,  Search Engine Submission And Database Development,  Multimedia On The Web (Flash, Dweaver, Fworks"
0d40bb3dce8b488ebdcb4d48ea42458e,Commerce in Information Systems,"Microsoft Office,  Trouble Shooting"
6a18c29eab754a40919008e788c88732,Commerce in Information Systems,"CSS (Cascading Style Sheets),  Html (Hyper Text Markup Language),  Asp (Active Server Pages)"
4913f9e73f354b9cb24b9cff303f1457,Commerce in Information Systems,"Agile Methodology,  ASP.Net,  Visual Studio 2010, 2012, 2013,  C# .Net 4.5,  Sharepoint 2010, 2013,  Visual Studio 2008"
bbe375e4bbd2465c9f93489889871196,Commerce in Information Systems,"End User Support,  Microsoft Office,  Advanced Excel,  Remedy User 7.0,  SAP BW,  Process Optimisation,  SAP EWM,  SAP MM,  Project Management"
56496b7ec27549429179070003aac699,Commerce in Information Systems,"Team Foundation Server (Tfs),  Presales/Presentation Techniques,  Technical Writing,  Vb.Net,  C#,  Php 5+,  Html/CSS,  Project Management,  Microsoft Office"
00f74cd50b3041a9ab33783fdc9821e3,Commerce in Information Systems,"TRAINING,  ANALYSIS,  SAP BW,  SAP HANA,  SAP BO,  Microsoft Office,  SAP BO LAUNCHPAD,  SAP BW WORKBENCH,  BEX ANALYZER"
eff1a2d1d45542cc9f90c717b8dbc797,Commerce in Information Systems,"C#,  VB.Net,  Java,  C++,  AngularJS"
9bafc80c1b3949aab529a0bd3f82984e,Commerce in Information Systems,"Computer Literacy-Microsoft Proficiency,  Driving Skills,  Television Drama Artist,  Video Editing,  Creative Writing"
eee0bddcc8f84b4d9c41a79bac6e604d,Commerce in Information Systems,"Tester And Test Analyst Skill,  Programming C++, C, Visual Basic, Pascal,  Statistical Skill,  Database Development,  Communication Skills,  Computer Skills"
9a3f6f97157d44038042bbc7d304499f,Commerce in Information Systems,"Sql 2000 Server,  Ms Visio,  Oracle Pl/Sql,  C#,  Microsoft Office,  Systems Analysis And Design,  Visual Basic,  K2 .Net,  SPS"
3ced0665b1c6422ab08273986797321b,Commerce in Information Systems,"Magic 8, 9,  SQL,  C#,  Vb.Net,  Delphi,  Plsql"
b5e8e08da0c24e6685989cffd8cf9c52,Commerce in Information Systems,"Sas Base,  Sas Macros,  Sas Enterprise Guide,  Sas Course Presentation,  Bi Systems Administration,  Etl Development - Sas Di Studio,  SQL"
3361c23578da4d7187cc31948a665108,Commerce in Information Systems,"Advance Queries & Crystal, Peopletools 1&2, Pshrms,  Quality Management Systems,  Linux +,  Html,  Oracle Portal,  Oracle Forms,  Windows Nt"
ec096a8c24864f38a502bea628ffa1b0,Commerce in Information Systems,"Asp.Net 4.0,  Vb .Net,  Html/Xhtml,  Asp .Net 2.0,  Classic Asp,  C#,  XML,  Windows Xp,  Asp.Net 3.0 & 3.5"
36152e762ae54a6c831f8f4597795510,Commerce in Information Systems,"Microsoft Word,  Microsoft Powerpoint,  Microsoft Excel,  Visual Basic Programming,  Sql Programming,  Presentation Skills,  Wintask,  Business Objects"
8084a641b96145ac8a36f061ea64193b,Commerce in Information Systems,"Microsoft Word,  Microsoft Excel,  HTML,  Java Script,  Vb Script,  Microsoft Access,  Microsoft Powerpoint,  Asp.Net,  C# Programming"
0f2d52570d474819ae06705283c8f18e,Commerce in Information Systems,"Database and tools : Photoshop,  MS Office,  MS Access,  MS SQL,  Internet Proficiency,  Operating Systems: Windows 2000/Xp/Vista /Windows 7,  Database Sql,  C/C++, Vb6"
3d3f76f06afd4493b47ef800394649db,Commerce in Information Systems,"General Administration,  In-Depth Research And High-Level Reporting"",  Direct Selling,  Investment And Retirement Profiling,  Sales & Marketing,  Business Consulting,  Income Tax Consultancy,  Forensic Auditing,  Microsoft Aplications (Word"
e4e8d9bc03f942c1a76d3f4b0c0122b8,Commerce in Information Systems,"Brand Management,  Event Conceptualisation,  Marketing,  Events and Campaigns Marketing,  Entertainment Event Management,  Brand Activations,  Brand Development,  10 Years Marketing /  Events and Campaigns"
a3ef323599014ed6835402cb101983ab,Commerce in Information Systems,"Computer Technician,  Networking (Cabling,  Configuration,  Installation),  Web Application Development,  Database Design/Development,  Software Development,  Communications,  Disaster Recovery"
d40b0736429d4979be8cc8c7df963691,Commerce in Information Systems,"SQL Developer,  BI Developer,  SSIS,  SQL 2005/2008/2012,  SSRS,  MicroStrategy,  Ssis 2005 & 2008,  Microstrategy,  Qlikview"
ecb9604253324cb4a427902b56075bed,Commerce in Information Systems,"Network Setup And Troubleshooting,  Various Microsoft Products,  Bi Tools Eg Ssrs,  Crystal,  Excel,  Etc,  Staff Managing And Mentoring,  Syspro Administration,  Staff Training"
bf46684acc9f4181ac67890155d74cb0,Communication Design,"Campaign Analysis And Reporting,  Website Usability & Analytics,  Campaign & Promotion Development,  Email Marketing,  Online & Mobile Marketing Strategies,  Account Management,  Project Management,  Media Strategy,  Planning And Buying"
bc25a7c36bb94f6f926306770c3c4ec6,Communication Science,"Content Management,  Online Communication,  Social Media,  Strategy,  Crisis Management,  Business Intelligence,  Project,  Business Communications,  Brand And Reputation Management"
71faf38f0e0f48039117fb9b310bb64a,Computer Engineering,"BizTalk  C#,  Customer Service,  BI,  SSIS,  MVC,  SQL,  SSRS"
bfb73a8fe7734a9fb671da62b1c647a5,Computer Engineering,"CSS3 \u2022,  JSF,  \u2022,  Arduino,  Servlets,  Java(JSP,  Json \u2022,  Javascript(Angular Js) \u2022,  C++ \u2022"
144db721ab4b4d0f8c5fdd58378daca6,Computer Engineering,"Banking,  Flexcube,  Oracle,  Data warehouse,  ETL,  OBIEE,  Informatica"
db38695ed5ad4335880e737b09459822,Computer Engineering,"Word,  Excel,  Powerpoint,  Internet,  Productivity Measurement & Management,  Industrial Engineering,  Production Planning & Control,  Project Management,  Physical Assets Performance Measurement"
125f8ff644b1460a808a05ef8795ba53,Computer Engineering,"jQuery,  J2EE,  Web Applications,  Java,  Neural Networks,  Agile,  Sencha,  JavaScript,  Ext JS"
a63a6f712ec142c3a558405a95bc650a,Computer Engineering,"Python,  Html,  Xhtml,  Java,  CSS,  Mysql,  *Nix Based Systems (Linux,  Unix,  Mac Osx)"
dca5ef9220eb48bbb5a3750877ec2472,Computer Engineering,"Logfire Warehouse Management System,  Requirements Gathering,  Agile (Scrum),  Scrum Master,  Managing Development through SDLC,  Technical Application Design,  MS Office,  Relex Order Forecasting System,  Scrum Product Owner"
e8bb38cadf40436bb6c930e81ce518f8,Computer Engineering,"Manager Skills,  PHP,  Leadership,  Critical Thinking,  Google Analytics,  SQL,  jQuery,  Web Applications,  JavaScript"
7f2b91c792af480cad08ff519a80614c,Computer Engineering,"Eft And Payments,  Visa Dispute Resolution,  Programming Languages,  Databases,  Organisational Skills,  Telecommunication Protocols,  Visa Net Financial Management,  Metal Works"
7ba103b478144256b0f78e86233b305b,Computer Engineering,"Pl/Sql,  oracle pl/sql,  oracle form,  Oracle Report,  oracle tools,  excell,  office,  Oracle Discoverer,  Excel"
2e07c6ced40f404aac0810e9e0d9818a,Computer Engineering,"Microsoft Office,  project management,  A3 problem solving,  SOPs,  document design,  line balance,  statistical analysis,  process design,  factory layouts"
9df68b88565c40f784eab77f3ecdfeca,Computer Engineering,"Structural analysis & design with Prokon,  Development on Autocad & Revit,  Delphi,  Visual Basic,  Software development in C++,  Business & process automation,  MS Office,  Revit,  Autocad"
27a36728aba042ccb5829b684f4067a2,Computer Engineering,"C#,  SQL,  Database Administration,  Performance Tuning,  Sql 7 / Sql 2000/2005,  MS Word / Excel / Powerpoint,  .NET - C# / Web Services / Winforms,  Operating Systems - Windows Xp/2000/Nt/98/95,  Asp.Net C#"
37167f1785a94263b9e2e1556eba606f,Computer Engineering,"Debugging,  Cobol,  Database Administration,  Programming,  sql,  jcl,  C + +"
832006442b0e4d9ba6472fdfbee9fdc1,Computer Engineering,"Vc++.Net,  Windows Mobile Developement"
03a91dc1d7fb46fdaea2ae6e88886bbf,Computer Engineering,"Create Help Files,  Manuals,  Policies,  Procedures,  Analyse Systems Using Process Modelling Techniques,  Identify Risks And Determine Requirements,  Estimate Timelines,  Expenses And Resources,  Design"
cb3245dc005d47beb9cea40f50690af0,Computer Engineering,"php,  Operating Systems,  Programming,  Application Development,  Communication Skills,  Logic,  Mathematics,  Database Administration,  Research"
f811cdfafb744773af091b3ddab7d84c,Computer Engineering,"Fabrication & Manufacturing,  Design Draughting,  SolidWorks Sheet Metal,  Microsoft Office,  AutoCAD Inventor"
97087e9048914906b039c2720c52ce78,Computer Engineering,"TIBCOBW,  Web services,  SQL Management,  TSQL,  EMS,  Tibco BPM,  Rest Services,  mySQL,  Network configuration skills"
b81643e58a294b519149408247197c4a,Computer Engineering,"mssql,  C#,  vb .NET,  .NET,  jquery,  HTML CSS jquery,  Programming,  Mvc"
914fc2774ecd458fa1dc4f84928a7b39,Computer Engineering,"Winsock (Tcp & Udp),  C/C++,  Microsoft Visual C++,  Mysql,  C++ Builder (Borland),  Asterisk Soft Pbx System,  Networks (Ccna,  Ccnp)"
0653cc07a30f47918b3e7064f599bb35,Computer Engineering,"Html,  Windows 98,  98se,  Me,  Xp,  Vista,  Frontpage 2000,  Xp, 2003"
c03197db32924920806e0424b49c3d10,Computer Engineering,"Business Intelligence,  Management Reporting,  Strategic Alignment"
a5d7d0db340d47c585cdfd993a908d0a,Computer Engineering,"Content Management,  Web Development,  HTML,  Social Media,  Google Analytics,  UI/UX,  Python; Javascript; .NET; Java; Php; Xhtml,  Xml An,  Django; Ajax; Zend Framework; Vignette Java Cms; S"
4e6a077b530842ec9d45769545beaf40,Computer Engineering,"C#, Vb.Net,  Sharepoint, Silverlight, Biztalk,  C#, Vb.Net,  Sharepoint, Silverlight"
f742919fe2e74d5abed3246dfaaa9b4c,Computer Engineering,"Astronautics and Space Engineering,  Database and software design,  Leadership skills,  Team building skills,  Physics,  astronomy,  software development,  Electronics"
2c2fc8e7516e49f99788fed26267aff2,Computer Engineering,"Microsoft office,  C++,  flash,  ms sql databases,  Angular,  ASP,  C#,  Linq,  Cprogramming"
15f34ec6641a4fe9adbdd2bdc2524110,Computer Engineering,"Microsoft Office,  Project Management,  Planning,  Data Analysis,  Management,  Budgeting,  Algorithm Development"
d095c1c35a9340e99bdbb4810adf1000,Computer Engineering,"Consulting,  Test Plans,  Testing,  Support,  Java,  Pl/Sql"
332fc7986b6c478d8937fc83696a6a2a,Computer Engineering,"Lean Tools,  Production Control Systems,  Productivity Analysis,  CAD,  Microsoft Office,  Project Management,  Development And Implementation Of Control Documents,  Facility Layout And Optimization,  Fmg Pro"
74ecde60cd484ea1a5af03bbde8a87ff,Computer Engineering,"Programming Multi-Threaded Software,  Programming End-User Windows Applications.,  Programming Pc Peripherals,  Programming Visual C# .Net,  Programming Database Applications,  Programming Tcp/Ip Based Applications,  Programming MS Visual C++,  Embedded Programming (8051)"
d1c395cb84504c35bdc33c9b0ce2e2d0,Computer Engineering,"sales,  Project Managment,  Engineering,  marketing,  costing estimation,  Lean Six Sigma,  Design Verification,  maintenance,  Manufacturing optimisation"
b1b9126d5b2040069fd37511b0452c69,Computer Engineering,"Systems Analysis,  Sdlc,  Windows,  UML,  Toad,  Solution Designer,  Business Analysis,  Togaf,  Itil Course Attendance"
b010b81142fd49c59cd83e27b50ed023,Computer Engineering,"CSS,  Cordova,  iOS,  Html,  Ionic,  AngularJs,  Javascript,  Android,  Git"
7c28ad4aafea4c0c82cebbc1e08775d6,Computer Engineering,"J2EE,  Java,  linux,  sql,  html"
9fe70e7566944a3e831242dc4f617c69,Computer Engineering,"C,  Arduino, 8051,  C++,  Micrcontroller,  Firmware development,  embedded c,  arduino,  panel design"
03701825ec034f9aadf6e607e953d043,Computer Engineering,"Software Development And System Implementation,  Web Applications Design(Php, Sql, Java, Asp, CSS, Vb),  Engineering Design And Management,  Database Design And Sql Programming"
b9072cc146914090a40b7298ef227320,Computer Engineering,"Problem Solving,  Communication And Presentation,  Reports Writting And Data Analysis,  Simulation And Team Work,  Analytical And Computational"
06b1c63569f64a05b43b387f7b600627,Computer Engineering,"jQuery,  JSON,  XML,  AJAX,  Git,  Wordpress,  HTML5,  MySQL,  Maria DB"
53265ce00a1b41cd9bf0294ef70efaf0,Computer Engineering,"Microsoft Windows Server Nt / 2000 / 2003 / 2008,  Microsoft Windows Client 95 / 98 / Me / Xp / Vista,  Microsoft Internet Information Server 3 / 4 / 5 /,  Microsoft Active Directory,  High Availability Clustering & Load Balancing,  Microsoft Sql Server 2005 (Rdb,  Ssas,  Ssis,  Ssrs)"
06c1f217bfbe477e875b345981d43354,Computer Engineering,"Visual Basic Programming,  \u2022\tKnowledge Of Software Development Lifecycle,  Sof,  \u2022\tDatabase Design And Management. Proficient In Sq,  Web Development (Asp,  C,  C++,  Html),  \u2022\tApplication Architecture Design"
7c6ee195dd514fddb21457c949367717,Computer Programming,"VBachelor of Science ript,  ASP,  IIS,  Javascript,  Microsoft Access,  SQL,  VB,  .Net,  Web Services"
0f1aea7482fc492798b014aa8012dec3,Computer Programming,"Macromedia Flash,  A Whole Host Of Sound Creation / Editing Software,  Adobe Photoshop,  Macromedia Dreamweaver,  Macromedia Freehand,  Adobe Premiere,  Html,  Javascript,  Xml"
c25607d1cf3544558468f4d5ef7f22c2,Computer Programming,"Photoshop 7.0,  Flash 5 & Mx,  Flash Actionscript,  Javascript,  HTML,  Dreamweaver,  ASP,  Visual Basic 6"
d51b2349cf3b4f3ca02cdb0286fc6e39,Computer Programming,Project Management
25080039fb7142bd9bd16982ae51aee9,Computer Programming,"a+,  Java,  Dhtml,  Sql Server 2000,  JSP"
0bb7c5c80d594c60ad7152809dd5c6db,Computer Programming,"Internet,  Windows Xp,  Microsoft Office,  Pc Hardware,  C#,  Visual Basics .Net,  Graphic Design,  SQL,  Python"
88caa199b9a1464eb327dfb78f2471eb,Computer Programming,"Visual Basic Programming (Vb6 And Vb.Net),  Web Development (Php, Html, Javascripting,  Mysql),  Cobol Programming"
b59dc37a2a69408a99894666804f3aed,Computer Programming,"Javascript,  PHP,  mySQL,  CSS,  HTML,  Team Management,  Java"
5787dc94ab8443dcb851b8a110f7dc62,Computer Programming,"ADO,  Visual Basic,  Excell,  Access,  Sql Server,  Autocad,  HTML,  ASP"
d33732143914498faac1f4bcf007685e,Computer Programming,"Electrical installation,  Audio-Video production,  car audio installations,  appliance repairs,  audio productions,  electrical maintenance,  Java desktop Applications,  Live transmition,  Radio station technical"
27284515c27340cfa85eac71aa2a30da,Computer Programming,"Internet,  Windows Nt,  Vc4,  TMS,  Cobol,  Solve,  JCL,  Microsoft Word,  Microsoft Excel"
77eeee1a84734940b43a6fa7839bcb34,Computer Programming,"Microsoft Office Suite,  Windows Networking,  Windows Nt,  2000 Etc,  C# .NET,  VBachelor of Science ript,  Microsoft Wcf,  Microsoft Iis Web Server (Versions 5 & 6),  HTML"
434ad1d1e147433bb6325282401dab69,Computer Programming,"Microsoft Office,  Microsoft Visio,  Java Programming,  Databases,  Systems Integration"
81b7c4c053f34e80a5fd1c98adc53dae,Computer Programming,"Developing Standards,  Leadership,  Accounting (Payable,  Reconciliation),  Financial Skills,  Customer services,  receivable,  Analytical Skills,  Customer Support"
947b87c4debd4102a88784e66389ebb3,Computer Programming,"Computer Literate,  Excell,  Power Point, Word Perfec,  Communication Skills"
faddec5a60e9415ab9832144954bbc92,Computer Programming,"Office 2000,  Personal Assistant To Financial Director,  ASP,  Microsoft Exchange,  Windows Nt,  Java Programmer,  Paintshop Pro,  Publisher 98"
21933f5cb1f64095b2b17f0c44f0d5d5,Computer Programming,"PHP,  HTML5,  Mobile Development,  JavaScript,  Microsoft Office 97, 2000, Xp, 2007,  Microsoft Visio"
d3a5482f67ca4c6687373f08b6221b7f,Computer Programming,"SSAS 2008 R2,  SSRS 2008 R2,  MS SQL Server 2008 R2,  MS SQL Server 2000,  MS C#,  Oracle pl/SQL,  MS SQL Developer,  C#.Net Developer,  Arc Gis"
5c23870bd8354ddab0d5439a8a6b01fc,Computer Programming,"Sql Svr,  Visual Basic,  Html / Web Development,  Microsoft Access,  Project Planning"
0712c0a34b5c4a32a4fee01ba88a91e6,Computer Programming,"C++,  Java,  Visual Basic,  Com,  Dcom,  Oop,  Javascript,  Html,  Dhtml"
7ecfe70e9d6849139c276835150340f4,Computer Programming,"Eclipse (Ide),  Java,  SQL,  Sybase,  Control-M,  XML,  Maven,  Ant,  Junit"
afefb3d0ef7b4cb896b82d0a5ff9a36e,Computer Programming,"Adabas,  Natural,  COBOL,  Microsoft Office,  Cobol Programming,  Natural Programming,  Adabas Database,  JCL,  Adastrip Utility"
f5aab4d6ee30401ba6fea0955744e3f2,Computer Programming,"Visual Basic 6.0 (Front End),  Sql Server 2000,  Seagate Crystal Reports 8 And 9,  Front Page"
6ab22078a3214911a6fb36ec01d9155b,Computer Programming,"Powerbuilder/Sybase,  C,  Unix,  Cobol,  Dos,  C++ Oracle"
106483dd2c524f02b3139982c01302d1,Computer Programming,"Visual Interdev,  Html + CSS,  Javascript,  Microsoft Asp,  VBachelor of Science ript,  Visual Basic,  Microsoft Sql Server,  Activex,  Delphi"
e0a8d1b9e740460d8ed769382c71e314,Computer Programming,"jcl,  db2,  COBOL,  SAP ABAP,  cics"
d84dc1b323d740c89d477187bf889881,Computer Science,"C# Developer,  MYSQL,  PHP,  javascript,  CSS3,  HTML5,  wordpress,  AJAX,  RDBMS"
cd10c975311f41c5b8af149f6ab4cc33,Computer Science,"Programming,  Technical Support"
020760ae29b14cf49ea26adb17d11145,Computer Science,"Java Developer,  Java Programming(SE & EE),  Mysql,  Network connectivity, FTP, TCP,  CSS,  html,  vaadin"
b94755763de242c8ad49797b79e023c0,Computer Science,"Software Development,  Data,  Project management,  Analytics,  SQL"
c9f89510fbb14118a5c3ee2d296396e4,Computer Science,"SQL database design and development,  networking,  software engineering,  CSS,  bootstrap and jquery,  android programming,  proficient in Linux systems such as Ubuntu and Fedora,  java,  Microsoft office"
4dffc654e35c42019a8a96abd62bf156,Computer Science,"SSIS,  MVC,  SSAS,  MS SQL Server Data Tools,  MS Visio,  EXCEL,  C#,  SQL,  github"
d6e3ccc7356e444cacf7254fb7baf777,Computer Science,"angularjs,  jquery,  ejb,  webservices,  mysql,  javamail,  CSS,  html5,  java"
13e7659fe05945a9b3ff8a2a50be99f1,Computer Science,"Oracle Pl/Sql,  Oracle Forms And Reports,  Windows Technologies,  Visual Basic,  Oracle Database Administration (8i,  9i),  Microsoft Sql,  Aix Operating System,  Project Management"
3b23141211fc4716aac06c0bafb5a63e,Computer Science,"ASP.Net,  Git,  Xcode,  Objective-C,  Git-TF,  Swift,  TFS,  C#,  JQuery"
80c260b4a0664fa5a5f10f9db8b5882d,Computer Science,"In Desgin And Integration,  Contract Management,  Addon Sales,  Team Leadership,  Financial Management,  Business Management"
24579de9848940b4b79dbbf0b5e47976,Computer Science,"PHP,  Wordpress,  Microsoft Server,  CSS,  Photoshop,  Animate,  MySQL,  Centos Server,  Javascript"
069b3a400af4479ca7cd4f8d7ce5d29c,Computer Science,"SQL,  .NET,  C#,  Oracle,  Stored Procedures,  Visio,  VB,  Pvcs,  Unix"
361c1133b28a4ed7b411bf387bfbf80a,Computer Science,
e520defe9a7b41d5a83484843156af57,Computer Science,"CSS,  Laravel,  Java,  Codeigniter,  C#,  Symphony,  HTML,  Linux,  Angular"
5b119f133f2643319d6a114c7c8b81c4,Computer Science,"Internet Explorer,  SQL,  PeopleSoft,  Oracle Apex,  Microsoft Word,  Microsoft Windows,  Computer Skills,  Html,  Frontpage"
41072e5b40b741d8b370273a4212d6d7,Computer Science,"html,  JAVA Script,  Jquery,  MVC,  AJAX,  Web services,  java script,  ASP.NET,  SQL"
4d8fdc49fe824f30a16daf445411c047,Computer Science,"CMMI and Projects management.,  Linux,  Database administration,  documentation,  web development,  system analysis,  Agile/Feature Driven/Test Driven/ Iterative Development,  Object Oriented Analysis and Design and development,  MySQL"
5240c877570246638bed6eeaabbd92d3,Computer Science,"Syspro,  Sage X3,  Development,  Implementation,  Server design,  Reporting,  Facial Recognition,  Syspro POS,  Network Design"
17527f528e404f8e8e01f14553d938ea,Computer Science,"C# Windows Forms,  MSSQL 2012,  MVC,  Microsoft Office,  team Player,  Linq,  ASP.Net Webfomrs,  CSS,  html"
c331dafcb0ee4975a733e94fa915a45a,Computer Science,"DHTML5,  Transact-SQL,  PHP5,  AJAX,  Cascading Styles Sheets 3.,  ASP.NET Forms (v4.0 and prior),  ADO.NET,  JQuery,  JAVA"
10577a9f16594824988440b1e9415b31,Computer Science,"Systems Analysts,  Solutions Architecture,  Infrastructure Architecture,  Project Management"
36d6b4800b354d83b811f1559308085a,Computer Science,"Visual Basic,  Microsoft Access,  Ms-Dos,  Windows 2000,  Ultimus,  Borland Delphi,  Windows 95,  Borland C++ 3 & 4,  Windows 98"
c4954085f7774b7ea82e174a67b686df,Computer Science,"Windows,  Html / Dhtml,  Web Development,  Internet,  Asp.Net,  IIS,  Database Concepts,  Visual Studio 2005,  Systems Architecture"
7470d17552934dbfbdd2028f9189e746,Computer Science,"Hibernate,  Spring MVC,  SQLite,  Java,  Tomcat,  SVN,  SQL,  JSON,  MySQL"
559eb05bea5c4758a81141f3fd051395,Computer Science,"sql developer,  rpg developer,  java developer,  database administartor,  support desk,  business intelligent,  C# developer,  C++ developer,  android developer"
cc2a9859bb3f4c28b99e4c7a4a5a72b2,Computer Science,"php,  MYSQL,  CSS3,  HTML5,  SQL,  CRYSTAL REPORTING,  GOOGLE APP ENGINE,  JQUERY,  JAVASCRIPT"
4d69d2fe3ae244f3abb6aed101fc1e3b,Computer Science,"TIBCO BW 5.x EMS RV Web Service and Tibco Administrator,  TIBCO palettes ADB Adapter,  SOAP WSDL and Service palette,  Databases such as Oracle 10G.,  TIBCO Administrator for User Management Resource Management and Application Management.,  Tibco BW EMS Tibco Administrator Data Base adapters File Adapters SOAP Utility and RV) SOA Client-Server and web service,  JDBC JNDI XML"
b747cebef16840a691555066b212518e,Computer Science,"Software development,  Business Analyst,  Sage ERP X3,  ERP Consultant,  HansaWorld ERP,  Integration Specialist"
d130b5e81bc94c3ca68179650ae1330c,Computer Science,"Computer Hardware repair,  visual studio,  Software Development,  HTML Developer,  CSS Developer,  MySql,  Java Developer,  Javascript Developer,  Oracle database and plsql Developer"
19e5d49f50934b07b10148e462a818bb,Computer Science,"CSS3,  C#,  HTML5,  JavaScript,  ASP.NET,  JavaScript Chart Libraries,  JQuery,  Twitter Bootstrap,  Native Android Java"
afe2a2e6d1c94c75a1cfa893a3ef0352,Computer Science,"Microsoft Office,  Eclipse / Netbeans,  Web Programming (Php,  Javascript,  Xml,  Sql...),  Web Programming 2 (Jquery,  Html5),  Java (Including Some Android)"
4b9eb7aee15447af8f84512cdb36326c,Computer Science,"VB.NET,  Team Foundation Server,  Microsoft SQL Server,  ASP.NET MVC,  CSS3,  Javascript,  HTML5,  MySql,  PHP"
dee82f9c3b444770ae0103dea63058ed,Computer Science,"Good Communication And Writing Skills,  Asp.Net,  C#,  Sql Server,  Microsoft Office,  HTML,  Microsoft Access"
63519ca115574709a8104e8ac3b900f7,Computer Science,"HTML,  Javascript,  Progress Programming,  XML,  JCL,  Ibm Mvs/Tso,  Cobol,  DB2,  Cics"
1b24b60a59744adbb72d92987e4b5189,Computer Science,"Software Development,  System Analysis,  Oracle SQl,  Oracle APex,  Oracle PL/SQL"
15fac3e03433486cb81064c2c2c43634,Computer Science,"Java Programming,  C# Programming,  C++ Programming"
53d1520c92dc4005bbdc7797f26f4177,Computer Science,"Languages: French And English,  Computer Literacy,  Risk Assessment"
28b6b179f0c14c2cbeff530d7a06aaca,Computer Science,"HTML,  Gathering Business Requirements,  Content Management,  Ms-Internet Explorer,  Creating Information Architecture For Web/Intranet,  Vignette Content Management / Tcl,  Business Analysis,  Writing Functional Specifications For Web/Intranet,  Javascript"
00ee0a41179a4b65b3d00879000517a5,Computer Science,"Linux,  PHP,  C++,  SQL,  Python,  HTML,  CSS,  Node.Js,  Mysql"
fa36e8014c284d918b2ddd016f511421,Computer Science,"Java,  Visual Studio C++,  HTML,  MYSQL,  Microsoft Office,  Micro Dream-Weaver,  C++,  J2ee,  SQL"
e277298053f74255b536bc4499bf5394,Computer Science,"CSS3,  HTML5,  JAVASCRIPT,  Express.js,  NODEjs,  SUBLIME,  GITHUB,  POSTGRESQL,  SASS"
44078befd18043159a873038bf8a2b16,Computer Science,"Sql,  Pl/Sql,  Create Triggers, Procedures, Packages,  Oracle Db Ver 8i,  8.1.7,  Toad,  Clipper Programming Language With Dbase"
960d0c6b4fc94d3fb2c226a6bdffd9d4,Computer Science,"javascript,  CSS,  php,  sql,  jquery,  Html,  Flash Programming,  as3,  Rest api"
0cd7666b475b489687760d1504898c36,Computer Science,"WordPress and DNN Website Management,  SQL Server,  Antivirus setup\r\n And update management,  Software installations,  Operating Systems,  Communication,  Documentation and Reporting,  Computer Repairs,  Remote Support"
acd3ddd0cf7b4ba896c5e6f5bf2b6fe9,Computer Science,"communication,  microsfoft office,  web developer,  microsoft office,  programming"
03a4840dcefe4f42b54cb1ac64069add,Computer Science,"Java,  J2ee,  SQL,  C++,  C#"
